presencia,bio_11,bio_12,bio_13,bio_14,bio_4,bio_5,bio_7
0,97,941,188,9,1098,188,172
0,255,2422,369,21,450,333,148
0,264,2471,299,97,264,322,105
0,137,765,148,12,1898,260,214
0,249,1731,350,33,580,317,116
0,223,1553,176,86,578,290,122
1,264,2328,322,78,495,330,112
0,108,1082,158,31,574,194,168
0,257,2312,315,50,444,333,139
1,272,1642,280,29,445,348,138
0,249,2038,314,27,585,325,141
0,221,1847,331,14,816,318,183
1,259,2024,255,81,482,334,138
1,250,2129,347,69,647,327,120
0,252,2956,293,186,491,313,109
0,248,2316,372,8,487,353,196
0,238,1678,278,31,1344,339,173
1,251,2399,385,16,472,335,159
0,251,2095,278,67,608,328,141
1,203,130,47,0,1951,310,162
1,252,2258,331,32,430,337,159
1,270,2362,403,40,582,336,104
1,252,1722,229,47,544,328,141
0,259,2403,301,86,385,319,105
0,261,2456,309,76,296,322,111
0,263,2687,335,159,317,323,106
1,263,2544,333,124,290,322,106
1,125,2009,271,98,409,199,128
0,256,1963,332,42,557,325,121
0,185,1649,232,39,736,283,185
1,255,2749,325,162,365,315,105
1,249,2154,294,58,515,319,133
1,204,2779,445,49,427,264,103
1,262,1708,300,7,661,339,124
0,248,2326,376,7,492,355,199
1,249,2528,252,173,523,317,114
1,240,1645,283,39,1267,334,162
0,244,2111,365,8,543,344,190
0,259,3942,655,41,411,317,98
0,249,2241,361,15,555,331,151
0,7,802,176,3,2232,158,280
1,250,2008,323,27,471,325,137
0,261,1991,342,5,515,352,170
1,251,2625,300,109,314,312,113
0,265,2542,333,111,377,325,104
0,190,2276,255,67,337,244,98
1,225,1737,310,3,1026,332,200
0,244,1973,345,6,535,341,186
0,251,1750,292,18,332,328,140
0,252,2259,349,18,425,337,165
1,260,2794,357,82,284,321,115
0,166,326,100,1,1315,262,164
1,183,1238,206,24,671,259,135
1,253,1489,254,13,816,348,167
0,248,2314,363,9,532,332,158
1,253,3021,339,184,453,313,105
1,259,2810,339,163,300,318,105
1,267,2170,393,38,599,334,105
1,254,2342,382,18,737,336,127
1,268,2183,320,82,446,329,104
1,236,2201,247,105,491,311,145
1,252,3623,434,193,442,324,123
1,248,2363,396,10,582,356,200
0,216,1204,155,59,535,290,140
1,240,2118,276,62,606,321,151
1,259,2401,370,103,634,336,120
1,97,1742,213,102,461,156,99
1,262,2251,334,26,411,346,164
0,248,2996,331,188,487,313,113
0,77,777,101,39,297,139,109
0,256,2546,312,82,320,318,112
1,251,2378,382,15,478,335,160
0,259,2973,390,149,403,328,120
0,259,2241,376,82,642,339,125
1,261,2237,316,42,408,335,139
0,258,2542,356,32,415,334,144
1,253,2430,245,165,477,320,114
1,227,4407,633,188,912,302,127
0,251,3567,407,168,389,307,100
1,264,2397,289,87,368,324,105
0,259,2274,220,140,390,322,111
1,258,1772,301,11,570,335,127
1,238,1932,322,1,833,350,209
1,255,2377,387,14,461,348,180
0,267,4361,513,119,380,330,112
0,244,1718,268,34,977,335,157
1,238,2144,291,64,603,320,152
0,238,1606,291,2,935,337,184
1,246,1601,280,19,382,330,163
1,250,1728,230,61,513,328,147
1,255,1763,231,55,605,334,142
0,115,784,126,17,329,177,108
1,256,2365,272,100,426,322,123
0,256,2623,375,21,432,336,153
1,268,1697,240,29,530,337,130
1,249,2266,350,53,630,323,114
1,209,2651,328,100,250,280,131
1,245,2256,358,9,422,341,178
1,256,3102,426,75,679,335,122
1,258,2894,365,132,334,317,107
1,253,1898,306,8,391,339,163
1,266,2214,322,68,520,332,107
1,263,2682,342,146,328,323,105
1,232,2067,199,137,437,297,118
1,262,2420,376,85,480,330,114
1,239,2218,339,55,1029,327,153
0,255,2460,400,16,925,343,129
0,244,2384,402,4,581,356,206
1,197,1899,286,57,1219,282,138
1,251,2004,325,46,659,325,115
0,215,3468,476,142,759,295,140
0,256,1777,285,6,473,340,159
1,262,2547,268,131,416,328,123
0,260,2994,347,174,317,319,105
1,262,2704,344,153,346,323,106
0,228,1553,173,96,504,303,143
0,246,2957,325,186,496,312,114
0,253,1929,277,26,572,328,138
1,189,1361,215,35,1820,291,170
0,260,2337,334,61,317,326,122
0,228,3305,451,130,730,304,135
1,261,2314,231,141,361,323,111
0,258,2340,368,33,375,330,132
0,251,2834,278,181,487,313,111
0,250,1909,300,8,354,342,175
1,199,2128,299,64,699,292,171
1,84,856,139,11,714,179,188
0,214,2761,366,64,346,278,114
1,182,2362,300,96,232,248,120
0,260,2941,356,173,430,320,104
0,262,1580,346,22,651,329,113
1,202,1124,168,56,288,266,119
1,252,2909,324,161,426,312,108
0,263,3117,515,55,748,346,130
0,226,1853,298,54,1674,327,169
0,265,2337,365,82,614,335,113
0,79,955,164,18,682,168,177
0,187,2206,335,63,1163,270,137
1,261,3057,381,159,390,330,121
1,264,2398,291,104,298,323,106
0,257,2029,406,45,671,339,129
0,252,2289,315,38,445,323,133
1,258,2287,353,25,384,339,159
1,264,2372,240,119,423,332,125
0,235,1924,379,4,929,333,188
1,250,2777,303,152,329,310,107
0,256,1877,281,10,357,343,161
1,250,1464,249,7,791,348,170
0,245,1788,231,16,334,292,85
1,257,1391,164,60,482,332,143
1,234,3444,476,132,808,309,132
0,240,1892,256,53,564,324,156
1,260,1971,357,20,325,328,120
1,252,3110,345,171,461,312,105
1,260,3450,445,157,457,336,132
0,159,2704,320,140,224,211,96
0,258,6649,715,444,250,313,101
1,238,1926,315,19,372,317,147
1,253,2198,392,72,666,336,129
0,260,2264,314,43,408,334,138
1,257,1614,271,3,860,348,168
0,258,2364,376,14,426,348,175
0,242,2322,391,3,659,357,212
0,257,2263,283,104,386,330,136
1,252,2054,331,39,494,325,132
0,255,2660,323,113,330,315,109
1,243,2140,327,3,503,332,165
1,254,2196,335,19,571,331,141
1,262,2085,348,6,465,352,168
1,257,3145,416,92,624,334,121
1,265,2430,356,100,359,325,105
1,252,2583,293,113,343,312,112
0,243,3435,527,63,433,316,125
0,247,2866,318,163,514,311,111
1,256,1726,279,15,351,339,153
1,260,2454,317,88,377,320,105
1,259,1760,323,1,656,349,169
1,260,2899,418,34,804,343,125
1,239,3713,694,14,780,321,127
0,236,1960,358,3,852,335,190
0,87,792,147,12,816,181,186
0,263,2218,317,118,336,324,109
1,17,868,206,8,1336,143,228
0,45,1014,153,14,707,130,169
1,245,1935,246,55,556,324,150
1,237,1932,324,7,501,334,186
1,234,1726,238,21,784,317,159
0,264,2168,322,82,472,327,106
0,263,2012,326,5,446,352,167
0,253,3186,398,104,597,328,119
0,248,1630,262,29,882,338,159
1,251,2912,315,158,415,311,108
1,250,3037,329,210,479,311,104
1,253,2969,336,174,527,315,106
1,262,2067,319,6,330,351,168
1,235,1986,372,5,966,336,191
0,261,2305,337,46,585,327,102
1,212,2476,354,62,429,268,101
1,230,1825,323,3,925,336,198
0,265,2179,334,74,415,326,106
0,246,1658,280,24,445,316,129
0,260,2609,356,60,415,324,114
1,249,2631,250,186,407,314,114
0,136,893,171,12,1214,240,191
1,254,2863,318,159,429,315,111
1,248,2201,370,8,573,350,193
0,212,2125,285,70,539,295,160
0,264,3176,353,170,406,327,111
0,260,2245,325,38,385,335,143
0,258,3101,436,78,632,337,123
1,256,5088,628,316,208,304,88
0,250,3285,348,175,402,306,101
1,260,2502,381,109,624,333,116
1,210,1951,293,51,1504,308,166
0,231,2614,503,28,807,298,111
0,262,3098,374,164,370,330,120
1,222,1958,317,53,1842,326,174
0,253,3400,534,38,550,328,120
1,250,1653,266,4,696,347,182
1,261,2512,311,120,368,322,105
0,234,1966,367,4,889,334,194
0,260,2436,308,85,320,319,106
1,245,2224,363,7,622,349,194
0,234,3258,475,113,1024,316,140
1,49,746,143,8,1162,170,221
1,233,1734,252,24,1106,326,158
0,215,1668,198,78,574,293,148
0,229,1318,219,22,1434,332,178
1,264,2462,296,98,272,322,104
1,252,3007,323,198,461,311,102
0,260,2328,314,40,399,333,138
1,248,2374,356,16,473,346,183
1,259,2427,307,86,358,319,105
1,241,1499,248,8,817,337,173
1,255,2132,328,25,441,341,161
1,259,2090,385,60,628,337,125
0,139,757,116,28,403,208,129
0,249,2286,354,19,449,331,152
1,249,2322,367,10,452,341,170
0,249,2048,313,27,579,325,141
0,191,996,142,37,550,269,147
0,250,2235,349,27,540,332,151
0,246,1932,265,34,586,319,140
0,248,3457,349,225,375,307,104
0,246,2145,338,10,361,340,178
1,244,1852,257,27,638,322,149
0,259,2161,352,22,601,325,99
1,254,2156,338,23,550,333,148
0,257,2871,288,174,446,321,115
0,267,3509,450,70,335,326,104
1,239,1470,244,10,905,335,173
0,256,2206,331,23,467,330,137
1,253,2121,407,60,681,338,132
1,251,2025,335,3,530,352,189
1,260,3320,444,114,575,340,134
1,227,3382,356,213,284,287,111
0,252,2436,270,91,413,317,122
1,247,3332,356,226,409,305,101
1,94,1144,135,57,397,152,103
1,254,2991,330,202,487,314,106
0,157,332,105,1,1272,253,167
0,249,1554,271,34,907,341,161
1,242,1994,296,33,704,321,147
1,263,2228,368,85,429,326,109
0,250,3458,357,227,382,308,103
0,216,1137,188,19,1685,327,190
0,252,2808,351,81,719,319,112
1,165,2061,339,50,370,225,115
1,160,1142,127,63,418,233,133
0,264,2469,261,131,426,331,123
0,248,3490,386,220,438,310,105
1,248,2223,346,11,516,333,160
0,264,2199,267,84,364,329,115
1,237,1838,249,28,771,318,155
1,237,1976,339,4,892,350,209
1,265,2217,314,69,439,330,113
0,255,2859,334,137,595,321,111
0,252,1540,260,1,634,346,177
0,253,3337,409,147,529,326,120
1,239,2133,330,9,368,334,180
0,267,2103,318,73,500,331,106
0,253,2137,408,61,684,338,132
0,258,4885,541,204,359,320,106
0,159,883,129,32,491,235,142
1,256,2643,340,35,811,336,129
1,253,2944,330,176,452,315,111
1,248,1826,210,89,492,326,149
1,79,1156,186,18,723,172,184
1,261,2293,310,46,390,333,134
1,241,2394,404,4,634,355,209
0,247,1681,283,24,450,318,130
1,235,1925,329,6,502,332,185
1,248,2814,315,158,499,311,110
1,241,1949,325,1,754,352,207
0,107,744,160,6,1738,233,223
0,248,2140,342,9,457,333,158
0,261,3079,448,73,600,341,131
1,248,2465,323,51,459,318,133
0,240,2019,294,34,678,319,148
1,259,2404,346,32,452,333,139
0,32,740,145,4,1743,164,247
1,265,2210,287,85,415,329,111
0,256,2894,302,207,467,317,109
0,257,1862,326,20,334,330,129
1,251,2279,356,90,664,329,121
0,265,1839,359,46,499,330,114
1,257,2035,415,46,704,343,133
0,244,1958,288,35,705,322,144
1,190,1050,249,6,188,263,141
1,228,1858,300,10,504,327,186
1,249,1933,283,64,441,327,145
0,254,2548,391,19,444,335,153
1,247,1885,249,57,555,327,150
0,126,1218,152,61,484,202,140
0,257,2097,301,26,412,336,152
1,255,1678,284,16,320,333,143
0,268,3645,467,91,414,334,126
1,251,2449,326,77,586,321,109
1,263,1733,329,44,528,331,117
1,255,2433,238,163,473,322,114
0,246,2833,315,165,516,311,112
1,247,2281,396,10,590,350,193
1,238,2029,348,5,869,352,210
0,246,2261,379,3,637,357,205
1,230,1751,243,22,1057,322,165
0,248,2748,284,173,512,311,112
1,250,2176,338,12,444,337,162
0,262,2639,343,165,335,322,107
1,224,2556,400,70,1866,328,175
0,266,2109,325,83,382,327,108
0,254,6711,732,330,293,302,82
0,250,2810,278,180,494,312,111
1,247,2393,288,76,409,315,123
0,232,1639,265,9,625,330,181
1,261,2230,314,48,387,333,136
0,254,1856,273,25,573,330,139
1,257,2577,279,139,440,322,116
1,262,2657,336,143,330,322,104
1,247,2529,360,62,579,322,119
0,234,2440,422,10,618,350,205
0,226,1955,320,10,486,324,186
1,269,1447,245,9,715,356,142
1,255,1882,254,66,460,329,139
1,246,1930,336,70,525,314,115
0,236,3438,360,209,466,300,112
1,259,2265,339,104,380,324,115
1,257,2247,347,23,454,332,138
1,257,2100,276,42,357,326,130
1,233,1854,339,3,904,338,197
1,255,1836,323,1,616,352,180
0,244,1733,229,62,478,320,146
0,258,1729,249,59,466,332,139
0,247,2127,352,7,652,356,201
1,258,2415,261,113,430,326,125
0,256,2469,359,21,1000,346,129
1,253,2791,305,152,431,314,112
0,252,1849,269,21,699,333,146
1,-1,771,176,3,2031,146,268
1,245,2278,285,65,584,316,132
1,251,1837,325,46,516,319,122
1,263,2253,342,84,509,328,108
1,252,2425,261,124,384,314,117
0,253,2934,368,106,691,323,115
1,263,2263,381,87,442,326,109
0,261,2246,358,49,452,327,113
1,243,1897,245,42,600,322,149
0,254,2371,328,64,596,322,103
0,251,1841,292,19,281,328,143
1,252,2269,362,13,461,341,170
0,244,2300,363,9,447,336,170
1,254,2721,290,170,550,316,107
1,246,2636,280,154,557,310,112
0,251,3129,343,177,437,309,103
1,257,2720,285,157,430,321,114
0,263,1799,276,68,634,331,111
1,236,1696,236,18,763,318,158
0,255,2141,338,23,512,334,148
0,235,1445,239,22,1328,336,176
1,231,1781,244,27,1106,324,167
1,125,751,126,12,669,218,184
1,249,2190,351,5,503,353,193
0,228,1295,217,19,1400,332,180
1,248,3280,339,201,395,308,105
1,247,1604,277,40,957,339,159
1,251,3457,342,209,375,308,102
1,261,2304,337,104,375,327,116
0,262,1812,326,2,616,351,164
1,208,1279,216,38,2357,321,174
0,245,2384,386,9,492,351,193
0,261,2599,330,153,319,320,105
0,259,2654,369,41,433,331,133
0,217,1957,341,8,537,315,187
0,253,2650,423,20,925,341,128
0,256,1912,307,35,563,325,119
0,240,2029,331,13,510,334,172
0,252,2540,354,62,400,319,128
0,265,2274,398,86,497,331,112
1,250,2399,277,84,515,319,129
1,239,1661,257,15,377,307,127
1,244,1911,323,3,501,340,178
0,70,808,99,44,275,133,112
0,253,2388,342,55,626,324,109
0,261,2851,362,81,275,324,118
1,248,2280,381,11,621,359,203
0,261,2272,405,85,514,329,114
1,236,5133,608,307,237,295,108
1,206,3463,384,227,457,273,115
0,254,2880,336,176,399,313,103
0,260,2212,342,25,612,327,101
1,258,2073,408,53,685,343,132
1,251,2692,317,105,327,313,117
1,261,2105,321,30,401,340,151
1,260,2547,353,68,301,321,110
0,265,1851,347,51,509,331,115
0,248,3269,426,94,552,319,113
0,234,1808,302,40,1489,335,174
0,251,1481,253,17,846,347,167
0,263,1644,310,2,812,350,161
0,233,1410,234,17,1201,333,176
1,165,847,113,32,459,242,144
1,253,2792,345,71,776,328,119
1,256,2256,339,32,397,335,150
1,254,2837,282,190,487,315,108
1,251,2203,261,116,486,316,120
1,231,1400,238,14,1123,331,180
1,247,2399,344,60,625,320,111
1,246,2079,363,7,536,344,189
1,254,1978,359,35,557,318,110
1,258,2629,296,141,436,322,114
1,259,7242,865,319,295,309,85
1,233,3112,450,103,1005,316,145
1,249,2664,274,176,488,315,114
0,252,2524,269,145,381,313,113
0,270,2147,293,58,451,330,101
0,202,2585,286,150,162,263,113
0,250,1924,308,8,284,336,165
1,256,2605,372,23,434,337,156
1,260,2908,351,70,359,325,114
1,255,2647,424,18,960,344,129
0,248,1942,296,8,314,338,173
1,254,3577,456,177,465,330,130
0,16,703,137,6,1376,126,202
1,250,2147,342,5,505,353,192
1,264,2264,291,63,393,331,123
0,261,1761,287,5,427,346,164
0,241,1877,303,50,1063,331,153
1,224,2322,354,81,1198,309,140
0,47,720,137,7,1163,166,219
0,251,2865,421,32,621,326,125
0,220,1002,281,2,408,296,142
0,251,2636,333,59,759,323,117
1,252,2466,313,61,416,319,129
1,240,1307,318,8,989,317,123
0,246,1933,284,20,279,323,146
1,205,1645,195,68,537,290,164
1,244,2062,309,30,605,321,145
1,253,2502,279,116,413,316,117
0,265,2226,302,82,413,327,109
1,250,2932,353,104,718,317,112
0,255,4014,512,230,273,296,71
0,181,1481,217,29,783,282,194
0,247,1507,267,27,461,314,120
1,252,2231,353,20,527,334,155
1,251,2602,283,131,309,310,107
1,264,2346,346,104,332,325,110
1,243,1693,274,28,413,313,128
1,234,1922,328,6,507,331,185
0,238,1980,291,27,691,317,151
1,256,1688,225,54,516,333,140
0,261,2213,314,49,395,334,136
0,248,2032,322,29,614,324,141
1,255,3519,428,198,421,334,137
1,260,2245,237,129,343,321,111
1,250,2417,251,154,477,314,117
0,240,1951,345,4,873,336,184
0,253,2798,326,158,403,313,110
1,259,2179,322,37,385,335,145
1,254,3008,417,60,720,335,122
0,249,2252,369,10,461,337,167
1,121,666,143,8,1100,240,213
1,256,1754,286,4,454,342,165
1,251,3279,402,128,527,324,118
0,251,2871,345,103,673,317,111
0,252,2520,338,62,359,318,125
0,254,2816,314,156,599,319,110
0,256,3516,478,151,488,334,132
0,248,3706,376,242,375,307,104
0,130,1400,194,34,340,190,119
1,260,3237,389,189,373,330,123
0,249,2269,309,39,469,321,136
0,257,2234,335,27,492,335,143
1,246,1991,275,45,582,318,136
0,253,1632,265,3,712,352,182
1,252,2454,268,108,350,315,119
1,248,3406,356,197,371,305,103
0,237,1551,258,8,730,335,178
0,256,1815,303,4,535,345,167
1,258,2276,338,37,563,325,104
0,233,1814,335,3,580,331,189
1,250,2025,402,53,692,337,133
0,251,2382,379,12,492,351,190
0,244,2034,355,6,560,343,189
0,253,3197,357,204,401,311,102
0,230,1452,247,12,1003,328,179
1,167,1343,227,25,1330,271,186
1,243,2212,297,69,615,322,146
0,261,2742,333,150,301,321,106
0,255,2027,283,25,439,327,134
0,260,1641,276,3,828,349,164
1,242,3160,326,205,381,304,110
1,258,2922,419,45,785,341,123
0,256,1837,293,12,309,344,167
0,244,1980,357,5,541,342,189
0,257,2256,365,86,647,336,123
1,254,2217,316,30,436,325,133
1,240,2037,345,5,839,342,190
1,256,1991,277,26,427,328,133
0,239,1553,256,24,1253,339,173
0,248,2169,331,13,461,333,156
1,252,2195,330,85,655,328,119
0,238,2074,340,3,948,353,204
1,246,1616,282,39,984,338,158
1,251,1640,253,14,575,337,155
1,255,2176,394,68,636,335,126
0,248,1976,312,23,350,328,154
0,98,850,109,27,269,164,123
1,234,2424,324,67,796,314,150
0,255,1391,260,10,402,340,165
0,250,2528,378,63,420,318,129
0,255,1940,268,67,484,333,142
0,248,2670,281,148,614,313,112
0,259,2845,347,166,413,317,101
0,254,2130,329,16,462,340,160
1,233,1782,235,52,545,316,159
0,262,2533,361,30,1085,349,132
0,250,2262,356,16,413,338,169
1,257,2679,342,105,322,317,109
0,252,2586,318,85,347,315,115
1,251,2373,303,63,386,317,127
0,244,1686,279,22,415,316,132
1,263,2964,428,59,658,342,123
1,253,2529,391,49,479,329,137
0,262,2548,327,92,382,321,103
0,263,2255,316,77,441,330,117
0,265,2211,319,77,416,328,109
0,262,2362,362,92,634,334,114
1,251,1882,326,68,544,319,115
0,248,2053,297,36,592,321,138
0,170,1502,256,45,1776,277,187
1,114,1207,152,16,496,188,128
0,223,1639,273,4,1182,332,202
1,261,2478,333,55,409,328,122
0,216,1658,270,8,599,315,184
0,253,2889,326,177,422,314,109
1,225,2244,268,107,426,300,144
1,258,2624,333,69,312,320,114
0,244,2422,249,167,556,314,116
0,255,2866,380,150,403,322,117
0,218,3183,518,104,2026,325,182
0,251,2385,379,13,443,336,164
0,241,2032,328,5,490,332,169
1,252,2111,386,61,675,334,127
1,255,2351,353,26,436,345,173
0,247,1920,290,11,275,335,168
1,246,2396,385,8,582,358,206
0,237,2196,290,55,746,317,151
1,201,2680,339,115,278,267,120
1,260,1951,245,83,459,336,141
1,264,2860,321,144,268,322,104
1,215,2196,358,67,2078,320,169
1,250,2516,318,71,362,315,125
0,204,3098,359,197,472,273,118
1,244,2465,397,60,508,317,139
1,261,2658,334,141,305,321,106
0,257,2362,366,99,674,335,122
0,263,3110,355,209,387,329,115
0,246,2432,356,57,501,318,137
1,246,1855,322,45,515,313,119
1,239,1686,274,31,1248,337,171
1,252,2822,329,120,643,316,109
0,237,2036,349,1,691,338,191
0,267,2187,281,87,459,327,102
0,235,1000,139,37,275,303,122
1,261,2417,241,153,347,323,110
0,73,719,130,4,748,170,193
1,238,1908,333,1,687,338,191
0,255,1919,278,20,491,328,136
1,256,1753,286,3,462,342,165
1,247,2107,337,12,400,333,162
0,246,1749,263,32,898,334,154
1,223,1614,228,39,672,309,165
0,246,3258,351,211,414,303,100
1,258,2176,320,32,419,341,158
0,260,2194,242,104,391,325,118
1,186,1684,253,41,1191,267,131
0,262,2306,317,45,438,339,143
0,-3,764,170,5,1571,132,244
1,255,1624,334,10,275,329,141
0,241,1874,318,2,755,352,205
1,247,2108,366,8,524,346,189
0,197,1924,317,61,1888,302,177
0,238,2448,356,119,350,303,115
1,258,2237,270,89,507,330,134
1,237,1765,303,2,959,345,200
1,240,1995,299,9,319,330,172
0,247,1865,276,36,792,329,146
0,158,1092,164,24,785,251,180
1,249,1997,325,4,482,348,184
1,196,1594,251,23,406,260,118
0,249,3472,381,230,409,308,103
0,262,1771,356,41,569,328,114
0,256,3126,418,85,631,334,121
1,226,676,246,1,755,309,149
0,248,3455,406,166,480,314,109
0,263,2229,237,105,441,332,127
1,253,2383,355,23,430,345,178
1,245,3837,424,186,556,310,108
0,237,1786,262,22,879,322,154
1,231,2757,514,48,777,300,116
1,246,2265,359,9,419,344,183
1,255,7629,780,510,253,316,113
1,208,1728,206,95,472,285,134
1,236,2004,322,19,525,328,166
0,242,1734,303,38,486,311,124
0,247,2213,367,7,649,361,208
1,226,2930,462,91,1893,329,175
0,250,2451,303,66,401,316,127
0,157,769,135,15,750,245,168
1,253,2436,255,141,452,317,118
0,177,1024,165,23,1766,279,171
1,262,2530,335,68,391,325,112
0,192,3134,406,167,542,270,130
1,257,1673,292,23,303,332,140
1,244,2377,383,52,531,318,141
0,243,1593,272,36,1103,338,165
0,244,1789,244,29,589,320,145
0,243,1949,337,6,545,340,186
1,250,2701,402,102,417,322,136
1,254,2682,337,57,822,331,121
1,256,3041,340,189,406,313,100
0,250,2000,293,23,554,325,139
1,251,2465,268,92,384,315,122
1,-3,932,166,9,1133,88,179
0,202,2147,356,69,1941,308,179
0,252,1727,256,57,507,328,144
0,253,2499,270,132,398,315,115
0,260,2068,391,56,654,339,126
0,247,1551,267,35,953,340,163
0,243,1899,246,41,596,322,150
0,256,3105,357,183,332,316,106
0,251,1730,288,16,320,331,147
0,231,1818,302,42,1593,333,175
1,118,938,168,32,210,188,131
0,202,1499,218,69,256,264,114
0,176,1833,279,44,1147,261,141
1,265,3029,494,53,775,349,129
0,258,2206,325,36,377,334,146
0,240,2175,366,3,684,354,211
1,262,3039,362,191,385,328,115
1,254,2882,321,159,463,316,111
1,251,2777,351,72,715,319,113
0,244,2086,322,13,382,332,165
1,262,2559,317,130,355,322,105
1,265,2493,403,81,619,335,112
0,192,1794,298,25,362,265,125
0,241,2089,356,5,769,355,210
0,264,1859,271,44,575,331,108
0,246,2229,353,10,415,341,177
0,258,2088,320,54,572,328,117
1,220,1298,223,16,1382,328,192
0,242,1990,321,3,732,349,196
0,262,2592,357,28,1057,350,134
1,250,2133,331,11,449,334,155
0,256,2099,300,25,404,336,154
0,232,1406,233,26,1471,335,176
0,255,1671,265,14,691,343,159
0,251,3021,324,173,409,311,106
0,257,2091,347,66,515,326,117
0,246,1959,315,23,333,326,152
1,247,2918,348,98,732,316,112
0,228,1896,312,10,497,327,185
0,252,2981,313,163,338,310,105
0,251,2349,369,12,494,349,180
1,257,1706,269,6,320,346,171
0,242,2312,393,4,672,356,209
0,257,1681,266,5,333,346,170
0,227,1560,225,32,620,318,173
1,261,2961,422,43,745,342,124
1,255,2899,362,99,664,322,111
1,265,2232,301,101,295,325,107
1,236,1915,336,2,897,348,205
1,230,2157,205,145,449,296,118
1,256,2354,360,100,656,333,120
1,258,2913,351,176,380,318,106
1,264,2207,305,39,407,338,138
0,260,2079,398,55,669,341,129
1,47,948,146,14,715,133,171
0,239,1861,255,27,698,319,153
1,245,1693,289,31,436,312,121
0,236,1949,336,3,960,349,210
0,245,1617,308,23,471,311,117
0,268,2134,320,80,452,330,105
0,253,2552,284,126,403,316,116
0,249,2399,363,14,504,350,188
0,248,1847,246,55,559,327,149
1,263,2491,330,68,356,326,113
0,247,1933,283,20,256,325,147
1,260,3224,376,196,409,324,112
0,219,1974,327,8,504,318,187
0,262,2591,322,170,345,321,105
1,257,2152,282,34,383,328,132
0,262,1777,274,5,323,351,169
0,133,516,129,2,917,226,179
1,246,2400,279,73,520,315,129
0,261,1598,326,26,619,331,118
0,260,2410,326,44,413,331,133
0,260,1807,312,2,514,350,169
1,243,2548,438,25,463,297,94
1,257,2382,384,14,423,348,177
1,259,2188,315,33,423,339,151
1,226,2769,441,82,1888,329,175
0,261,2434,318,45,301,328,124
0,250,2535,342,56,409,318,130
1,244,3046,327,184,489,309,112
1,267,2241,342,67,499,331,105
1,258,2594,340,54,318,327,127
1,258,5986,604,319,322,323,114
0,215,1959,336,8,537,312,186
0,248,3563,362,221,380,306,104
1,245,1901,269,36,582,318,139
1,231,1908,322,4,509,330,186
1,252,2396,324,56,622,322,108
1,261,2767,336,154,312,320,105
1,236,1888,280,38,1073,328,161
0,238,2063,312,26,694,317,152
0,236,3148,376,133,407,317,152
1,246,1654,291,3,787,347,188
1,222,2830,437,93,1979,325,172
0,109,799,132,8,545,207,195
0,99,815,179,7,1135,193,180
1,253,2442,266,127,344,314,116
1,243,3644,380,218,454,306,110
0,252,2949,351,133,608,318,110
0,263,2759,388,135,345,323,108
0,175,678,122,12,753,260,157
1,255,2515,284,112,405,318,117
0,245,1658,285,42,1040,337,157
0,237,1473,243,20,1221,337,174
1,258,2876,352,168,442,317,102
1,95,1038,164,18,718,187,181
1,225,3191,503,98,1926,329,177
1,243,1987,354,5,539,341,189
1,249,2130,286,75,409,324,141
0,252,1955,330,2,545,351,185
0,242,2239,272,49,311,305,111
0,259,3230,404,167,400,333,130
1,230,3628,374,220,463,293,111
0,243,1913,248,42,610,322,150
1,252,5478,686,340,206,300,89
1,231,2039,338,52,1693,334,175
0,254,3435,551,36,525,329,123
0,260,2268,340,104,371,325,115
1,267,2601,355,100,417,327,104
1,246,3324,357,224,437,305,102
1,241,1956,334,1,727,340,190
0,249,2678,280,176,476,314,113
1,246,2977,330,186,501,312,114
1,160,1160,180,19,880,267,203
1,225,1462,256,13,1070,326,184
1,251,2800,294,156,337,308,104
1,260,1888,317,69,522,327,114
0,246,1596,280,36,1024,338,159
0,258,2558,354,104,367,327,120
1,70,882,174,7,955,180,206
0,262,2104,318,26,379,343,157
1,256,1860,236,70,546,334,143
0,262,3011,361,165,399,322,105
1,15,792,147,4,860,110,189
0,111,439,92,2,773,206,188
1,189,1298,188,55,359,266,137
0,255,2392,385,13,478,352,187
0,258,2484,327,32,875,339,130
0,255,2893,313,188,522,316,107
1,263,2117,353,6,466,352,168
0,258,2090,248,103,317,319,114
0,250,2044,401,54,677,336,132
1,250,2254,359,18,567,330,148
1,237,2771,512,43,744,307,120
0,246,1745,300,22,396,319,135
0,241,1561,257,7,696,338,175
1,247,6118,681,267,263,300,94
1,248,2131,292,47,550,320,136
1,234,1789,261,30,1068,327,161
1,252,2583,323,72,314,315,119
1,267,2221,384,82,474,331,110
1,252,2902,325,162,448,312,108
0,244,1667,275,31,427,312,125
0,252,2453,311,45,819,329,122
0,249,2232,367,13,566,331,152
0,169,2717,332,163,251,225,102
0,63,522,73,22,218,122,108
1,255,2146,321,20,505,329,137
0,254,2936,359,119,657,322,112
1,246,1909,306,12,423,323,142
0,261,2123,258,99,342,326,116
1,261,2250,351,49,472,327,111
1,258,1996,331,8,803,340,125
0,248,2784,343,71,729,319,114
0,220,1833,284,38,338,298,136
0,174,1469,205,38,206,237,115
1,242,1615,281,37,1166,335,160
1,262,2611,348,72,380,324,109
0,260,2014,348,6,497,350,169
0,247,1854,284,68,640,317,113
1,261,2382,336,48,356,329,126
0,251,3104,322,179,385,310,106
0,33,782,171,3,1019,140,203
1,157,494,144,4,1117,251,166
1,259,2424,307,87,357,319,105
